category,neighborhood,primary_type,classification,year,beat,community_area,domestic,iucr,longitude,location_description,case_number,crime_date,latitude,community_number,ward,fbi_code,id,block,description
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1614,/api/1.0-beta1/communityarea/10/,True,0486,-87.8361682648,APARTMENT,HS490867,2010-08-30T22:30:00,41.9763551443,10,41,08B,7688548,083XX W SUMMERDALE AVE,DOMESTIC BATTERY SIMPLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1612,/api/1.0-beta1/communityarea/10/,False,1310,-87.8151679004,RESIDENTIAL YARD (FRONT/BACK),HS490615,2010-08-30T00:01:00,41.996904172,10,41,14,7686502,075XX W DEVON AVE,TO PROPERTY
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/118/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1130,-87.79381468,RESIDENCE,HS524293,2010-08-29T19:00:00,41.9744185983,10,41,11,7718594,051XX N NORMANDY AVE,FRAUD OR CONFIDENCE GAME
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1310,-87.7950439307,STREET,HS488828,2010-08-29T14:00:00,41.9734309654,10,41,14,7683649,050XX N RUTHERFORD AVE,TO PROPERTY
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2010,1613,/api/1.0-beta1/communityarea/10/,False,2820,-87.798913636,RESIDENCE,HS488197,2010-08-29T11:30:00,41.9763880907,10,41,26,7683076,052XX N NEW ENGLAND AVE,TELEPHONE THREAT
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0810,-87.7842705506,STREET,HS488074,2010-08-29T04:15:00,41.9933687187,10,45,06,7682292,061XX N MILWAUKEE AVE,OVER $300
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0560,-87.808043163,STREET,HS494094,2010-08-29T00:15:00,41.9900579441,10,41,08A,7688038,072XX W PETERSON AVE,SIMPLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1320,-87.803330187,OTHER,HS488249,2010-08-28T22:30:00,41.9950471896,10,41,14,7682581,062XX N NORTHWEST HWY,TO VEHICLE
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/118/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1130,-87.7995648702,RESIDENCE,HS524786,2010-08-28T12:00:00,41.9781144821,10,41,11,7720817,053XX N NEWLAND AVE,FRAUD OR CONFIDENCE GAME
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1310,-87.8056668241,BAR OR TAVERN,HS485875,2010-08-28T02:20:00,41.9807140118,10,41,14,7680601,071XX W HIGGINS AVE,TO PROPERTY
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/123/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1152,-87.8135377597,RESIDENCE,HS518102,2010-08-27T18:00:00,41.9793229328,10,41,11,7712718,074XX W CATALPA AVE,ILLEGAL USE CASH CARD
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2010,1614,/api/1.0-beta1/communityarea/10/,False,0890,-87.8299889682,HOTEL/MOTEL,HS484620,2010-08-27T12:00:00,41.9853401909,10,41,06,7680793,081XX W HIGGINS RD,FROM BUILDING
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/383/,2010,1611,/api/1.0-beta1/communityarea/10/,False,502R,-87.8066538952,STREET,HS484269,2010-08-27T08:25:00,41.9970547746,10,41,26,7679476,064XX N HARLEM AVE,VEHICLE TITLE/REG OFFENSE
P,None,MOTOR VEHICLE THEFT,/api/1.0-beta1/crimeclassification/95/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0910,-87.791572569,STREET,HS483155,2010-08-26T16:00:00,41.9799211496,10,41,07,7678130,054XX N NASHVILLE AVE,AUTOMOBILE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1310,-87.7880541218,RESIDENCE,HS482673,2010-08-25T14:00:00,41.9741718452,10,41,14,7677828,051XX N NAGLE AVE,TO PROPERTY
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.8182100665,RESIDENCE,HS481618,2010-08-25T13:20:00,41.9786798951,10,41,06,7676631,076XX W RASCHER AVE,OVER $500
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0560,-87.8084863425,PARKING LOT/GARAGE(NON.RESID.),HS480864,2010-08-25T13:17:00,41.9746155885,10,41,08A,7760505,072XX W FOSTER AVE,SIMPLE
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0610,-87.8001808114,SMALL RETAIL STORE,HS479949,2010-08-24T22:24:00,41.9928921309,10,41,05,7676733,061XX N NORTHWEST HWY,FORCIBLE ENTRY
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.8091410751,SMALL RETAIL STORE,HS493801,2010-08-24T18:00:00,41.9745993704,10,41,06,7687816,072XX W FOSTER AVE,$300 AND UNDER
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2010,1622,/api/1.0-beta1/communityarea/10/,False,0890,-87.7790867335,"SCHOOL, PUBLIC, BUILDING",HS517297,2010-08-24T16:00:00,41.9836924557,10,45,06,7710066,056XX N MC VICKER AVE,FROM BUILDING
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.8047360845,PARKING LOT/GARAGE(NON.RESID.),HS479713,2010-08-24T00:01:00,41.9807426604,10,41,06,7674721,071XX W HIGGINS AVE,OVER $300
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/69/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0554,-87.8068290795,STREET,HS477818,2010-08-23T21:00:00,41.9807083712,10,41,08A,7672769,054XX N HARLEM AVE,AGG PO HANDS NO/MIN INJURY
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1310,-87.7929117388,BAR OR TAVERN,HS476480,2010-08-23T04:20:00,41.9890025399,10,41,14,7670988,059XX N NORTHWEST HWY,TO PROPERTY
-,None,INTIMIDATION,/api/1.0-beta1/crimeclassification/326/,2010,1611,/api/1.0-beta1/communityarea/10/,False,3960,-87.7842705506,RESTAURANT,HS477949,2010-08-22T23:36:00,41.9933687187,10,45,26,7678704,061XX N MILWAUKEE AVE,INTIMIDATION
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0560,-87.7889096694,RESIDENCE,HS476186,2010-08-22T21:45:00,41.9773482085,10,41,08A,7670918,052XX N NATCHEZ AVE,SIMPLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0460,-87.8168461841,STREET,HS475807,2010-08-22T16:20:00,41.9959018704,10,41,08B,7670475,063XX N ORIOLE AVE,SIMPLE
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0560,-87.7944326604,STREET,HS479036,2010-08-22T01:00:00,41.975708534,10,41,08A,7676223,066XX W FOSTER AVE,SIMPLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1612,/api/1.0-beta1/communityarea/10/,False,1310,-87.8096074285,RESIDENTIAL YARD (FRONT/BACK),HS475523,2010-08-21T22:00:00,41.9876995897,10,41,14,7679432,072XX W THORNDALE AVE,TO PROPERTY
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0560,-87.7842705506,BAR OR TAVERN,HS474355,2010-08-21T16:00:00,41.9933687187,10,45,08A,7669321,061XX N MILWAUKEE AVE,SIMPLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1613,/api/1.0-beta1/communityarea/10/,True,0486,-87.8222052773,RESIDENCE,HS474445,2010-08-21T15:00:00,41.9812937715,10,41,08B,7671716,078XX W BRYN MAWR AVE,DOMESTIC BATTERY SIMPLE
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2010,1614,/api/1.0-beta1/communityarea/10/,False,0610,-87.8353095465,RESIDENCE,HS474131,2010-08-21T10:00:00,41.9765901685,10,41,05,7674250,083XX W SUMMERDALE AVE,FORCIBLE ENTRY
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.7951157768,STREET,HS474160,2010-08-21T09:00:00,41.9697019223,10,41,06,7669168,048XX N RUTHERFORD AVE,$300 AND UNDER
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0460,-87.8060015686,SIDEWALK,HS473408,2010-08-21T01:00:00,41.9860557706,10,41,08B,7668782,057XX N NINA AVE,SIMPLE
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/121/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1150,-87.8042874525,BANK,HS535244,2010-08-21T00:01:00,42.0011684198,10,41,11,7727135,065XX N NIXON AVE,CREDIT CARD FRAUD
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2010,1613,/api/1.0-beta1/communityarea/10/,False,2820,-87.7921313123,APARTMENT,HS473256,2010-08-20T23:35:00,41.9777833048,10,41,26,7668705,065XX W HIGGINS AVE,TELEPHONE THREAT
-,None,OFFENSE INVOLVING CHILDREN,/api/1.0-beta1/crimeclassification/238/,2010,1611,/api/1.0-beta1/communityarea/10/,True,1780,-87.8066250992,RESIDENCE,HS472967,2010-08-20T18:00:00,42.0001007007,10,41,26,7669412,065XX N HARLEM AVE,OTHER OFFENSE
P,None,THEFT,/api/1.0-beta1/crimeclassification/89/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0860,-87.8113517454,OTHER,HS472666,2010-08-20T15:25:00,41.9745408379,10,41,06,7668270,073XX W FOSTER AVE,RETAIL THEFT
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1614,/api/1.0-beta1/communityarea/10/,True,0486,-87.8291597328,DRIVEWAY - RESIDENTIAL,HS472663,2010-08-20T07:00:00,41.9799551655,10,41,08B,7669337,055XX N PANAMA AVE,DOMESTIC BATTERY SIMPLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1310,-87.7881953284,RESIDENCE,HS478739,2010-08-19T16:00:00,41.9903852702,10,41,14,7675195,060XX N NASSAU AVE,TO PROPERTY
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2010,1612,/api/1.0-beta1/communityarea/10/,True,2825,-87.8034569652,RESIDENCE,HS477050,2010-08-19T15:00:00,41.99484196,10,41,26,7672303,062XX N NORTHWEST HWY,HARASSMENT BY TELEPHONE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.8067958522,PARKING LOT/GARAGE(NON.RESID.),HS470124,2010-08-19T00:01:00,41.9816165507,10,41,14,7666146,055XX N HARLEM AVE,TO VEHICLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1613,/api/1.0-beta1/communityarea/10/,True,0486,-87.7917073513,RESIDENCE,HS469517,2010-08-18T19:05:00,41.9731298747,10,41,08B,7664712,050XX N NASHVILLE AVE,DOMESTIC BATTERY SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.8069210412,PARKING LOT/GARAGE(NON.RESID.),HS467970,2010-08-17T21:00:00,41.974454746,10,41,06,7663736,051XX N HARLEM AVE,$300 AND UNDER
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1612,/api/1.0-beta1/communityarea/10/,False,1320,-87.8060926337,VEHICLE NON-COMMERCIAL,HS466936,2010-08-17T03:10:00,41.9964155443,10,41,14,7663401,063XX N NORTHWEST HWY,TO VEHICLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0820,-87.8031351446,RESIDENCE-GARAGE,HS468914,2010-08-16T22:00:00,41.9981582088,10,41,06,7664720,064XX N NORDICA AVE,$300 AND UNDER
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0560,-87.7863770341,STREET,HS466043,2010-08-16T18:00:00,41.9965346017,10,45,08A,7664744,063XX W HIGHLAND AVE,SIMPLE
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/79/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0620,-87.7986734845,RESIDENCE-GARAGE,HS482279,2010-08-16T13:00:00,41.9734424379,10,41,05,7678149,050XX N NEW ENGLAND AVE,UNLAWFUL ENTRY
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/118/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1130,-87.7935490663,RESIDENCE,HS465293,2010-08-16T10:00:00,41.9780012836,10,41,11,7661950,066XX W HIGGINS AVE,FRAUD OR CONFIDENCE GAME
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2010,1612,/api/1.0-beta1/communityarea/10/,True,2825,-87.8133522948,RESIDENCE,HS518163,2010-08-16T09:00:00,41.9858450672,10,41,26,7724479,074XX W ROSEDALE AVE,HARASSMENT BY TELEPHONE
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/79/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0620,-87.7914865707,APARTMENT,HS613645,2010-08-16T07:00:00,41.9974369763,10,41,05,7817673,065XX W DEVON AVE,UNLAWFUL ENTRY
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0810,-87.8129916366,HOSPITAL BUILDING/GROUNDS,HS467069,2010-08-16T04:00:00,41.9885794028,10,41,06,7662696,074XX W TALCOTT AVE,OVER $300
P,None,THEFT,/api/1.0-beta1/crimeclassification/88/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0850,-87.7938221555,RESIDENCE,HS478949,2010-08-16T00:01:00,41.9739685833,10,41,06,7682143,051XX N NORMANDY AVE,ATTEMPT THEFT
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0460,-87.8028502784,STREET,HS464300,2010-08-15T19:05:00,41.9699931335,10,41,08B,7659183,070XX W STRONG ST,SIMPLE
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/79/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0620,-87.7824904421,HOTEL/MOTEL,HS464667,2010-08-15T19:00:00,41.9924765588,10,45,05,7659287,061XX N ELSTON AVE,UNLAWFUL ENTRY
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1320,-87.783018615,STREET,HS463543,2010-08-15T07:30:00,41.9939362612,10,45,14,7660049,061XX N MELVINA AVE,TO VEHICLE
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0610,-87.7891046505,GROCERY FOOD STORE,HS461547,2010-08-14T00:40:00,41.9985014334,10,41,05,7656856,064XX N MILWAUKEE AVE,FORCIBLE ENTRY
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2010,1613,/api/1.0-beta1/communityarea/10/,True,2825,-87.8079539211,RESIDENCE,HS461479,2010-08-13T21:48:00,41.9785428578,10,41,26,7656859,072XX W RASCHER AVE,HARASSMENT BY TELEPHONE
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0810,-87.8084697146,STREET,HS461924,2010-08-13T20:30:00,41.9936575413,10,41,06,7657337,072XX W MYRTLE AVE,OVER $300
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1614,/api/1.0-beta1/communityarea/10/,False,0820,-87.8299889682,STREET,HS461313,2010-08-13T19:00:00,41.9853401909,10,41,06,7659591,081XX W HIGGINS RD,$300 AND UNDER
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1612,/api/1.0-beta1/communityarea/10/,False,1320,-87.8027591391,STREET,HS461952,2010-08-13T17:30:00,41.9916060703,10,41,14,7657465,060XX N NORTHCOTT AVE,TO VEHICLE
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2010,1614,/api/1.0-beta1/communityarea/10/,False,0610,-87.8265532125,RESIDENCE,HS461010,2010-08-13T16:00:00,41.9756462599,10,41,05,7656485,079XX W BERWYN AVE,FORCIBLE ENTRY
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/121/,2010,1612,/api/1.0-beta1/communityarea/10/,False,1150,-87.8093677251,RESIDENCE,HS512925,2010-08-13T09:00:00,41.9900173461,10,41,11,7705566,072XX W PETERSON AVE,CREDIT CARD FRAUD
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/118/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1130,-87.803492956,RESIDENCE,HS460186,2010-08-13T08:45:00,41.9971554848,10,41,11,7659874,070XX W IMLAY ST,FRAUD OR CONFIDENCE GAME
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1310,-87.8100650087,RESIDENCE,HS459814,2010-08-13T00:45:00,41.9798834396,10,41,14,7659881,054XX N OCTAVIA AVE,TO PROPERTY
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0820,-87.8179012094,RESIDENCE,HS460068,2010-08-12T20:30:00,41.985967117,10,41,06,7655631,058XX N OTTAWA AVE,$300 AND UNDER
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0460,-87.8129916366,HOSPITAL BUILDING/GROUNDS,HS459247,2010-08-12T17:00:00,41.9885794028,10,41,08B,7657221,074XX W TALCOTT AVE,SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0820,-87.807088737,SIDEWALK,HS460370,2010-08-12T13:00:00,41.9822271071,10,41,06,7657407,055XX N HARLEM AVE,$300 AND UNDER
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.8236774821,RESIDENTIAL YARD (FRONT/BACK),HS463769,2010-08-12T13:00:00,41.98070208,10,41,06,7658707,055XX N CANFIELD AVE,OVER $300
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0820,-87.8204242182,RESIDENTIAL YARD (FRONT/BACK),HS459981,2010-08-12T07:00:00,41.9850783186,10,41,06,7655597,057XX N OZARK AVE,$300 AND UNDER
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/118/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1130,-87.8034764904,RESIDENCE,HS457251,2010-08-11T15:10:00,41.9720816247,10,41,11,7654967,050XX N NOTTINGHAM AVE,FRAUD OR CONFIDENCE GAME
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/79/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0620,-87.7987506545,ALLEY,HS456486,2010-08-11T03:47:00,41.969491136,10,41,05,7652946,048XX N NEW ENGLAND AVE,UNLAWFUL ENTRY
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1622,/api/1.0-beta1/communityarea/10/,True,0820,-87.7853593795,RESIDENCE,HS456414,2010-08-11T00:01:00,41.9835085208,10,45,06,7651188,056XX N AVONDALE AVE,$300 AND UNDER
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/298/,2010,1611,/api/1.0-beta1/communityarea/10/,False,2826,-87.7913913139,OTHER,HS530672,2010-08-09T21:26:00,41.9895853752,10,41,26,7723288,059XX N NAVARRE AVE,HARASSMENT BY ELECTRONIC MEANS
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.8001733026,STREET,HS453535,2010-08-09T00:01:00,41.9735125298,10,41,06,7648743,050XX N NEWLAND AVE,OVER $300
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/353/,2010,1613,/api/1.0-beta1/communityarea/10/,False,5001,-87.7915713129,STREET,HS452947,2010-08-08T23:42:00,41.9800693307,10,41,26,7647812,054XX N NASHVILLE AVE,OTHER CRIME INVOLVING PROPERTY
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0460,-87.8079539211,RESIDENTIAL YARD (FRONT/BACK),HS452449,2010-08-08T17:25:00,41.9785428578,10,41,08B,7647334,072XX W RASCHER AVE,SIMPLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1310,-87.8189953499,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,HS457434,2010-08-08T16:00:00,41.9761560011,10,41,14,7653019,076XX W BERWYN AVE,TO PROPERTY
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1310,-87.8071989288,BANK,HS453206,2010-08-08T15:00:00,41.9759900321,10,41,14,7648211,052XX N HARLEM AVE,TO PROPERTY
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2010,1613,/api/1.0-beta1/communityarea/10/,False,2825,-87.7962391725,RESIDENCE,HS452275,2010-08-08T14:32:00,41.9742982447,10,41,26,7647340,051XX N OAK PARK AVE,HARASSMENT BY TELEPHONE
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0820,-87.7790666387,RESIDENTIAL YARD (FRONT/BACK),HS458826,2010-08-08T14:00:00,41.9915215628,10,45,06,7654760,060XX W MIAMI AVE,$300 AND UNDER
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2010,1612,/api/1.0-beta1/communityarea/10/,False,2825,-87.8093677251,RESIDENCE,HS537987,2010-08-08T13:00:00,41.9900173461,10,41,26,7731888,072XX W PETERSON AVE,HARASSMENT BY TELEPHONE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1320,-87.783018615,STREET,HS452034,2010-08-08T01:00:00,41.9939362612,10,45,14,7648738,061XX N MELVINA AVE,TO VEHICLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1612,/api/1.0-beta1/communityarea/10/,True,0486,-87.7918596479,SIDEWALK,HS451476,2010-08-08T00:45:00,41.9881441358,10,41,08B,7646800,059XX N NORTHWEST HWY,DOMESTIC BATTERY SIMPLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.8234626392,STREET,HS458936,2010-08-07T22:30:00,41.9758219257,10,41,14,7654695,078XX W BERWYN AVE,TO VEHICLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0486,-87.8059962561,RESIDENCE,HS451237,2010-08-07T21:45:00,41.9996230678,10,41,08B,7646463,071XX W ARTHUR AVE,DOMESTIC BATTERY SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1614,/api/1.0-beta1/communityarea/10/,False,0810,-87.8364374114,PARKING LOT/GARAGE(NON.RESID.),HS465661,2010-08-07T19:30:00,41.9814715121,10,41,06,7660612,056XX N CUMBERLAND AVE,OVER $300
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/118/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1130,-87.7909780528,OTHER,HS586678,2010-08-07T11:30:00,42.0005684464,10,41,11,7778726,065XX N MILWAUKEE AVE,FRAUD OR CONFIDENCE GAME
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.8048282043,STREET,HS450997,2010-08-07T09:00:00,41.9793874471,10,41,06,7646261,054XX N MONTCLARE AVE,$300 AND UNDER
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.8105907938,STREET,HS450088,2010-08-07T05:00:00,41.9816997547,10,41,06,7647100,073XX W HIGGINS AVE,OVER $300
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.8103627704,STREET,HS450498,2010-08-06T21:00:00,41.9816987161,10,41,06,7646017,073XX W HIGGINS AVE,OVER $300
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0610,-87.798893105,RESIDENCE-GARAGE,HS450251,2010-08-06T20:00:00,41.9775240967,10,41,05,7645824,053XX N NEW ENGLAND AVE,FORCIBLE ENTRY
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.8033520037,VEHICLE NON-COMMERCIAL,HS450607,2010-08-06T19:00:00,41.9808872103,10,41,06,7646043,054XX N NOTTINGHAM AVE,OVER $300
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.8068567401,PARKING LOT/GARAGE(NON.RESID.),HS449308,2010-08-06T08:30:00,41.9777968957,10,41,14,7645122,053XX N HARLEM AVE,TO VEHICLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.803068754,STREET,HS448464,2010-08-06T01:30:00,41.9777904384,10,41,06,7644153,070XX W SUMMERDALE AVE,OVER $300
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.8059972091,STREET,HS448498,2010-08-05T21:00:00,41.9807896234,10,41,06,7644377,071XX W HIGGINS AVE,OVER $300
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.8206856342,RESIDENCE,HS448164,2010-08-05T15:00:00,41.9777085504,10,41,06,7643825,077XX W BALMORAL AVE,OVER $300
-,None,OFFENSE INVOLVING CHILDREN,/api/1.0-beta1/crimeclassification/238/,2010,1611,/api/1.0-beta1/communityarea/10/,True,1780,-87.793863624,STREET,HS446846,2010-08-05T10:30:00,41.9895339035,10,41,26,7644257,059XX N NORTHWEST HWY,OTHER OFFENSE
